samples,method,bias,pct_bias,variance,scaled_bias,ci_bias,ci_pct_bias,ci_scaled_bias,coverage,ci_width,scaled_mse,ci_scaled_mse
100,plugin,-0.7335730901365498,-0.03781915270176822,,5.035010158198384,5.450930079762009,0.2810211549810363,7.190971853136069,,,,0
100,ipw,0.04949264842936959,0.0025515794591331603,8.495744281390948,9.026365420526275,11.239529267249567,0.5794507450852383,16.73418759094405,0.7,10.654666716724828,40.071468870950696,12.444718687806374
100,onestep,0.3658397202109686,0.01886076306378053,3.509105849737596,5.215766394819794,5.871981098305869,0.30272832087854906,7.721719416651328,0.7425,7.1107517225631565,17.177548845298947,8.147944249177995
100,tmle,0.5187125255401122,0.02674207720469918,3.509105849737596,5.31662856394851,6.145547277879509,0.3168319477133462,8.572127698273386,0.755,7.1107517225631565,17.8151694693209,8.297789849928854
100,plugin_iid,-2.2015521128018722,-0.1135003950587336,,6.346710263795115,5.256746303673884,0.27101006545386225,7.923352009390694,,,,0
100,ipw_iid,-2.477104443952139,-0.12770641737501065,1.8311933022846139,7.368127433358133,7.219552085138231,0.37220196108255255,12.146057340995165,0.475,5.214272608829801,37.56786514241949,12.0496854707396
100,onestep_iid,-1.2044467114637292,-0.06209490876159356,1.522400621226605,5.427910831123588,5.470004710961904,0.2820045421850904,7.310039164454463,0.53,4.769370949821704,14.01900055428512,7.3608162953995215
100,tmle_iid,-0.5160338053865936,-0.0266039765465734,1.522400621226605,6.419977693936509,8.173427968344054,0.42137876182749257,12.656051505605905,0.525,4.769370949821704,8.434203526060298,5.709387121418683
100,ols,-0.9330565666463536,-0.0481034667817729,1.452817337344871,5.2129679099449495,5.4424123842787075,0.2805820276050715,7.090876683305723,0.5425,4.684225948828195,10.955566504168008,6.507060916448811
400,plugin,-0.2835810576138415,-0.01461994103304752,,4.057163306993367,2.9003392438220237,0.149526167499708,5.7816350161649765,,,,0
400,ipw,0.26636913059618617,0.013732585015051767,4.187608007572129,7.467468434212971,7.0126451456365295,0.36153493247247387,18.302383206306597,0.8825,7.760917823480084,47.452251915793646,13.542407140743947
400,onestep,0.3433999251268721,0.017703885789664787,1.5031860661763627,4.017228467501022,2.881476037970294,0.1485536802695417,5.92288864108942,0.87,4.760835811015516,18.06368596605142,8.355465299988735
400,tmle,0.3677878897669845,0.018961200392955443,1.5031860661763627,3.9433356768140624,2.861148190357802,0.1475056838486096,6.066942810611822,0.88,4.760835811015516,18.25695125811408,8.400044382878265
400,plugin_iid,-2.0374305802901596,-0.10503915597681317,,7.025564780548882,2.5885195850760656,0.1334503933906392,7.91435468867575,,,,0
400,ipw_iid,-1.7046874503439269,-0.08788467824159717,0.49021788638397795,6.399841702431496,3.719718380544279,0.19176902660809442,10.997324539228714,0.4175,2.730654186105485,37.84289427192593,12.093712077441126
400,onestep_iid,-1.1889143523591892,-0.06129414239121871,0.4185266393668368,5.057523375792099,2.7049766595337696,0.1394543048499559,6.591773817992388,0.4725,2.5270649085848307,20.414084023010208,8.882442436062108
400,tmle_iid,-0.8082399846353197,-0.04166858328037645,0.4185266393668368,5.617551781671309,5.680752421844277,0.2928695806748815,16.294863837079596,0.48,2.5270649085848307,11.942604478925775,6.793866009791665
400,ols,-0.8564864569711962,-0.04415591648428736,0.38964730304787215,4.5054754577705385,2.7589576518384518,0.14223727960518273,6.151183552543289,0.525,2.4411500295150375,12.515765625583203,6.954984454046395
900,plugin,0.13779895488960048,0.007104186054785362,,3.52868573876997,1.9551410486572016,0.10079674250168881,5.2474225195274,,,,0
900,ipw,0.15010314596538968,0.007738525137589474,2.121298370786251,5.5728854493635005,3.7053371128580386,0.19102760442946778,12.182133876044288,0.9275,5.641761262009521,41.69740743563015,12.69468647171369
900,onestep,0.2988692351171151,0.015408118690191963,0.7338366943005172,3.462811803001901,1.846001531702584,0.09517008564499366,5.1528027220116535,0.9075,3.3485894657957243,16.010424540830464,7.86627050272573
900,tmle,0.3015108850575424,0.015544308203990848,0.7338366943005172,3.4699033526950256,1.8464470784944256,0.09519305568353922,5.149020019787146,0.9075,3.3485894657957243,16.041272072284052,7.873844888302026
900,plugin_iid,-1.7631898149730438,-0.09090075106524916,,7.818569571374562,1.6793146436868323,0.08657659038731343,7.230565651585998,,,,0
900,ipw_iid,-1.4985779137739477,-0.0772587595136083,0.21444852664359243,6.769856730875207,2.4252772184755247,0.1250344794580348,10.298936504029658,0.3075,1.8109386033051393,47.850500743041934,13.599116558201338
900,onestep_iid,-1.1918039652677874,-0.061443115565546796,0.18534971687866883,5.597576325471542,1.7845589411700005,0.09200243030841163,6.89793377086123,0.365,1.6854814855847653,31.231713012923624,10.986651665602714
900,tmle_iid,-1.0494711875927871,-0.054105189562351025,0.18534971687866883,5.762600394278056,2.7399644486166244,0.14125809039745374,10.017730253031152,0.3725,1.6854814855847653,25.027039310650196,9.834950774930926
900,ols,-0.8261300195867487,-0.042590898960661455,0.17445975509824335,4.40634992245708,1.7985389439327422,0.09272316538766161,6.254602507168427,0.47,1.6360185428799239,16.66765932066732,8.026103580998225
1600,plugin,0.3432296395512202,0.017695106765086212,,3.4670032153038313,1.4395533989614044,0.07421576738527405,5.268771703385782,,,,0
1600,ipw,-0.16882727109440687,-0.008703842100524281,1.274318371069201,5.444884314225207,2.726502160192042,0.14056404593414104,10.338951136125571,0.9225,4.3920035661638135,38.29621218860261,12.165931394221051
1600,onestep,0.1742579529103262,0.008983819362003076,0.43177359549884564,3.1313249575210307,1.3904199264661083,0.07168270513959946,4.721834862547432,0.935,2.5715829016639145,13.584513457233967,7.245852629616396
1600,tmle,0.1662008148952398,0.008568435895748803,0.43177359549884564,3.126226859930908,1.392708836205089,0.07180070923231081,4.7216696416542785,0.935,2.5715829016639145,13.503879794036191,7.22431600177648
1600,plugin_iid,-1.7786122374174491,-0.09169584968227658,,9.64491327082687,1.2837527879922657,0.06618351105458742,6.9503981454453285,,,,0
1600,ipw_iid,-1.479561853231971,-0.07627839190321899,0.11853952806776342,8.085485952524028,1.5299105328534792,0.078874103807787,8.051343697915826,0.1575,1.3477662137620272,67.83278538017768,16.191507225816103
1600,onestep_iid,-1.3036863524081896,-0.06721118031709547,0.10303285864860676,7.16958395035351,1.3613881571154014,0.07018598050092362,6.991904045426184,0.185,1.2574062195977298,52.98804434144857,14.310552399304013
1600,tmle_iid,-1.2748246227984117,-0.06572322202905873,0.10303285864860676,7.05900244437735,1.3902079560481495,0.07167177706479293,6.988431341766656,0.1925,1.2574062195977298,50.80047210798018,14.012038659119126
1600,ols,-0.9103983159974791,-0.04693532709294488,0.09758500807514828,5.287233980706916,1.3796676305831705,0.07112837357351684,6.483553109573975,0.2975,1.22394964556316,27.23167444280101,10.258990458197571
