samples,method,bias,pct_bias,variance,scaled_bias,ci_bias,ci_pct_bias,ci_scaled_bias,coverage,scaled_mse,ci_scaled_mse
100,plugin,-0.3049306824201036,-0.026631570178870287,,-3.04930682420104,2.1761535958532328,0.19005757881760948,21.76153595853234,,,0
100,ipw,-0.578391039065177,-0.05051463311413371,2.761071677859614,-5.783910390651768,2.470617995027446,0.21577506073693636,24.70617995027448,0.96,309.56078719305094,34.568116195977744
100,onestep,-0.2040658001039122,-0.017822387151868877,0.8640591667561381,-2.040658001039124,2.17720284213699,0.19014921628688294,21.772028421369892,0.87,90.5702017528188,18.698010939186783
100,tmle,-0.20581286538685575,-0.017974969671018814,0.8640591667561381,-2.058128653868557,2.176874460766127,0.19012053661629633,21.768744607661276,0.872,90.64181023148862,18.70540118201421
100,plugin_iid,-1.932566125659313,-0.16878350841027204,,-19.325661256593158,2.194764173991362,0.19168296106455612,21.947641739913625,,,0
100,ipw_iid,-1.9602517834487676,-0.1712014761021954,0.32684107062785606,-19.602517834487664,2.15576688647966,0.18827707553375,21.5576688647966,0.24,416.94281251419306,40.11815830575436
100,onestep_iid,-1.873167351094731,-0.1635958289652229,0.30626569516855306,-18.73167351094732,2.163943661140784,0.18899120618959708,21.639436611407838,0.244,381.5021620375805,38.37525229248979
100,tmle_iid,-1.8729435472903426,-0.16357628273040117,0.30626569516855306,-18.72943547290341,2.164386616079803,0.1890298923114753,21.643866160798023,0.244,381.4183226505085,38.3710353643395
100,ols,-1.8138650911540861,-0.15841657876697918,0.11227641692845255,-18.138650911540875,2.211373792299653,0.19313358653822402,22.113737922996528,0.138,340.2382985835874,36.24051335415349
900,plugin,-0.04187686557422299,-0.0036573777212571884,,-1.2563059672266885,0.7087736623107839,0.061901791511945595,21.263209869323493,,,0
900,ipw,-1.3064521041990442,-0.1141009183535536,0.26872737946864944,-39.193563125971295,0.6966337068334144,0.06084153062347753,20.899011205002427,0.204,1777.9900320312838,82.84520994561984
900,onestep,-0.03505984740191832,-0.003062003400688656,0.12772261149899056,-1.0517954220575474,0.7066219978438631,0.06171387272726513,21.19865993531589,0.954,116.05662395895273,21.165947200371285
900,tmle,-0.03479630573559857,-0.003038986601178855,0.12772261149899056,-1.0438891720679584,0.7065007166985733,0.061703280459847076,21.195021500957193,0.954,116.04005495265224,21.164436251584124
900,plugin_iid,-1.9338639933828878,-0.16889685959910242,,-58.015919801486575,0.7047489364233418,0.06155028614990253,21.142468092700256,,,0
900,ipw_iid,-1.9543726617182509,-0.17068801434848221,0.03900396179181393,-58.63117985154754,0.7208362121986548,0.06295529206927025,21.625086365959643,0.0,3472.718816397145,115.78106819572223
900,onestep_iid,-1.8876653020942624,-0.1648620288649163,0.03567654220385252,-56.629959062827766,0.7120366331729158,0.06218676787712084,21.361098995187472,0.0,3239.061151441028,111.81815331801255
900,tmle_iid,-1.8880503737204473,-0.1648956596624316,0.03567654220385252,-56.641511211613384,0.7119870034792046,0.06218243339473775,21.359610104376145,0.0,3240.369680318796,111.8407374097229
900,ols,-1.833560076086627,-0.16013666927817333,0.03685759596007748,-55.00680228259882,0.7163211723549469,0.06256096441583839,21.489635170648395,0.0,3058.920133720988,108.66428104901644
2500,plugin,-0.016063463045375335,-0.0014029261995328769,,-0.8031731522687674,0.42880187754802795,0.03745004341353473,21.440093877401388,,,0
2500,ipw,-0.5424349847185546,-0.04737435816020796,0.15799893146147945,-27.12174923592773,0.8629175419622426,0.07536417422791505,43.14587709811211,0.666,1130.586610270245,66.06244769620473
2500,onestep,-0.014961545780213147,-0.0013066886325370896,0.04688301852584617,-0.7480772890106574,0.4287795874422456,0.03744809667432265,21.438979372112303,0.94,117.76716594494896,21.32135758679313
2500,tmle,-0.015050841518250795,-0.0013144874073122317,0.04688301852584617,-0.7525420759125395,0.42877455453668584,0.03744765711810431,21.43872772683428,0.94,117.77386589063418,21.321964079718875
2500,plugin_iid,-1.9023267152120036,-0.16614250496941224,,-95.11633576060035,0.44654994536827003,0.03900009705176766,22.327497268413506,,,0
2500,ipw_iid,-1.7415203361227454,-0.15209824305409092,0.017684966081008092,-87.07601680613736,0.45256123903807277,0.039525102236429945,22.628061951903643,0.0,7626.44511802522,171.5788752589811
2500,onestep_iid,-1.8060913729541732,-0.15773764964069792,0.013508197008776493,-90.30456864770866,0.44840260246116886,0.039161901587130725,22.420130123058463,0.0,8188.6856111706675,177.79102785402577
2500,tmle_iid,-1.8087825387303949,-0.15797268656667618,0.013508197008776493,-90.43912693651973,0.4483524524371512,0.03915752166093401,22.417622621857554,0.0,8213.006173561873,178.05485358712605
2500,ols,-1.8143214673653059,-0.15845643705542875,0.02215070828375858,-90.71607336826533,0.4479113883569104,0.03911900067999143,22.395569417845515,0.0,8284.782738065887,178.83120539369548
